type,id,addr:city,addr:housenumber,addr:postcode,addr:street,check_date,email,name,opening_hours,operator,phone,service:bicycle:ebike,service:bicycle:parts,service:bicycle:repair,shop,website,id_prop,created_by,service:bicycle:retail,service:bicycle:second_hand,addr:country,service:bicycle:bike,service:bicycle:cleaning,service:bicycle:clothing,service:bicycle:dealer,service:bicycle:mtb,service:bicycle:service,service:bicycle:tools,image,payment:credit_cards,payment:debit_cards,service:bicycle:pump,wheelchair,amenity,check_date:opening_hours,contact:email,fax,level,service:bicycle:rental,addr:housename,addr:housenumber:old,addr:street:old,designation,source,addr:place,service:bicycle:diy,contact:fax,contact:phone,addr:floor,payment:cash,check_date:currency:XBT,currency:XBT,description,payment:lightning,payment:lightning_contactless,payment:onchain,service:bicycle:Bicycle_Sales_and_Service,service:bicycle:bicycle,service:bicycle:chain_tool,service:bicycle:sales,contact:website,check_date:service:bicycle:retail,addr:suburb,commons,repair,atm,vending,vending_machine,payment:mastercard,alt_name,brand,brand:wikidata,brand:wikipedia,note,payment:american_express,payment:diners_club,payment:ep_geldkarte,payment:jcb,payment:maestro,payment:unionpay,payment:visa,bicycle,information,map_size,map_type,mtb,tourism,entrance,ele,at_bev:addr_date,mobile,start_date,compressed_air,contact:facebook,contact:instagram,contact:mobile,contact:name,payment:contactless,phone:mobile,check_date:service:bicycle:pump,service,payment:cards,payment:coins,payment:notes,identity,provides,source:date,toilets:wheelchair,fixme,service:bicycle:sportswear,advertising,cafe,old_name,poster,barrier,nobrand,payment:app,payment:apple_pay,addr:unit,payment:account_cards,opening_hours:signed,step_count,addr:door,payment:v_pay,service:bicycle:bicycle_sales_and_service,UID,opening_hours:url,service:bicycle:cargobike,not:brand:wikidata,ref:vatin,internet_access,second_hand,parts,official_name,service:bicycle:rental:electric_mtb,service:bicycle:rental:mtb,service:bicycle:rims,service:bicycle:wheels,service:bicycle:emtb,service:bicycle:screwdriver,currency:EUR,payment:girocard,payment:visa_debit,service:bicycle:chaintool,service:bicycle:service_case,service:bicycle:stand,service:bicycle:suspension,service:bicycle:suspension_service,service:bicycle:wash,stroller,operator:wikidata,service:bicycle:charging,bicycle:rental,alt_name:de,payment:credit_card,trade,bicycle:type,addr:hamlet,url,building:levels,addr:flats,air_conditioning,service:bicycle:spare_parts,toilets,rental,internet_access:fee,fee,contact:whatsapp,internet,payment:paypal,service:bicycle:tuning,sport,branch,check_date:service:bicycle:repair,toilets:access,toilets:fee,toilets:gender_segregated,access,opening_date,service:bicycle:accessories,instagram,capacity,operator:type,bicycle_rental,payment:qr_code,changing_table,dog,handwashing:soap,toilets:handwashing,toilets:paper_supplied,toilets:position,geometry
Feature,node/759730735,Innsbruck,7,6020,Zollerstraße,,,Radstudio Innsbruck,"Tu-Th 08:30-12:30,15:00-18:30; Fr 08:30-12:30,15:00-20:00; PH off",,+43 512 570480,,,yes,bicycle,https://www.radstudio-innsbruck.at/,node/759730735,,,,AT,,,,,,,,,,,,yes,,2025-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wilten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[11.388441,47.2575626]}"
Feature,node/760183713,Grein,1,4360,Kreuznerstraße,,,Grell KFZ-Tech,"Mo-Fr 8:00-12:00, 13:00-18:00; Sa 08:30-12:00",,,,,,bicycle,http://www.grein.co.at/betriebe-in-grein/kfz-rad-zubehoer/grell-kfz-tech.html,node/760183713,,,,,,,,,,,,,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[14.8546212,48.2267989]}"
Feature,node/762823324,,,,,,,CIC Sport GmbH & Co. KG,"Mo,We,Fr 09:00-12:00,14:00-18:00; Tu,Th,Sa ""nach Vereinbarung""; Su,PH off",,,,,,bicycle,https://www.cic-sport.com/,node/762823324,,yes,,,,,,,,,,,,,,,,,lustenau@cic-sport.com,,,,,,,,,,,,+43 650 7877015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[9.658081,47.4280352]}"
Feature,node/763990754,,,,,,,Fahrradbox,,,,,,,bicycle,,node/763990754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[13.4281346,48.4557218]}"
Feature,node/767116984,Klagenfurt am Wörthersee,17,9020,Bahnhofstraße,,,Mountainbiker,Mo-Fr 10:00-18:00; Sa 09:00-16:00,Johann Riedl GmbH,,,,,bicycle,,node/767116984,,,,AT,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[14.3108452,46.6235623]}"
Feature,node/776411157,Hard,9,6971,Landstraße,,office@radwelt-hard.at,RadWelt Hard,"Mo-We,Fr 09:00-12:00,14:00-18:00; Th,Sa 09:00-12:00",Daniel Malang,+43 5574 89 89 6,,,yes,bicycle,https://www.radwelt-hard.at,node/776411157,,,yes,AT,,,,,,,,,,,,,,2025-07-17,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[9.6892582,47.4887033]}"
Feature,node/828132497,Wien,,1190,Donaupromenade am Radweg,,,Donau Fritzi,"Mar-Nov Tu,Fr 08:00-18:00; Mar-Nov We 10:00-20:00; Dec-Feb Tu,We,Fr off",Alexander Boris Göttling,,,,yes,bicycle,,node/828132497,,yes,,AT,,,,,,,,,,,,,,,radsport.nussdorf@gmail.com,,,yes,,,,,,,,,+43 1 3704598,,,,,"Gebrauchträder,Neuware: Stadträder, Vorjahresmode, Einzelstücke, transportbeschädigte Räder",,,,,,,,https://www.donau-fritzi.at/,,,,,,bicycle_tube,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[16.3669066,48.2636504]}"
Feature,node/833271879,,20,8430,Bahnhofstraße,,,Linhardt,,,,,,,bicycle,,node/833271879,,,,,,,,,,,,,,,,,,,,,,,Linhardt,,,Zweiradbedarf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[15.5436587,46.7822279]}"
Feature,node/876812051,,,,,,,Fahrradservice Walcher,"Mo,Tu,Th 09:00-18:30; Fr 09:00-20:00",,,,,,bicycle,,node/876812051,,,,,,,,,,,,,,,,no,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[14.2685156,46.5909575]}"
Feature,node/891776505,Frauenkirchen,45,7132,Hauptstraße,,,Geheimrad von Hafner,,,,,,yes,bicycle,http://www.geheimrad-von-hafner.at,node/891776505,,,,,,,,,,,,,,,no,,,,guenther@geheimrad-von-hafner.at,,,,,,,,,,,,+43 2172 2424,,yes,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[16.9238939,47.8386145]}"
Feature,node/891875447,Wien,19,1010,Hegelgasse,,office@trekbicycle-vienna.at,Trek,Mo-Fr 10:00-18:00; Sa 10:00-17:00,,+4315130514,,,yes,bicycle,https://www.bikevienna.at/,node/891875447,,yes,,AT,,yes,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trek Bicycle Store,Trek,Q1067617,en:Trek Bicycle Corporation,air pump during opening hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[16.3743383,48.2023793]}"
Feature,node/901461837,Neusiedl am See,30,7100,Bahnstraße,,,Fahrräder Bucsis,,Bucsis,+43 2167 20790,,,,bicycle,https://www.fahrraeder-bucsis.at/,node/901461837,,,,,,,,,,,,,,,,,bicycle_rental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[16.8225135,47.955205]}"
Feature,node/905829720,Wien,114;R3,1100,Troststraße,,office@velo.wien,velo.wien Services e.U.,Mo-Fr 10:00-18:30,velo.wien Services e.U.,+43 677 63058540,,,yes,bicycle,https://velo.wien,node/905829720,,,yes,AT,,,,,,yes,,,,,yes,,,,,,,yes,,,,,,,,,,,yes,,,Eingang Knöllgasse,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[16.3538337,48.1730101]}"
Feature,node/906985518,Graz,5,8010,Körösistraße,,,Bicycle,"Mo-Fr 09:00-13:00,14:00-18:00",Entwicklungprojekt Fahrrad,,,,yes,bicycle,https://bicycle.at/,node/906985518,,yes,yes,AT,,,,,,,,,,,yes,yes,,2024-10-27,rep@bicycle.at,,0,yes,,,,,survey,,,+43 316 68 86 49,+43 316 68 86 45,,,,,,,,,,,,,,,,,,,,,yes,,,,,,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[15.4338687,47.078075]}"
Feature,node/933006706,,,,,,,Fahrrad-Tankstelle,,,,,,,bicycle,,node/933006706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luftpumpe verfügbar!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,map,region,street,yes,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[10.6802017,47.5407719]}"
Feature,node/941308917,Lechaschau,23,6600,Lechtaler Straße,,,Radhaus Presslauer & Schneider,"Apr-Sep: Mo-Fr 12:00-18:00, Sa 09:00-12:00; Oct-Mar: Mo-Fr 14:00-18:00, Sa 09:00-12:00",,+43 5672 65245,,,,bicycle,https://www.rad-haus.at/,node/941308917,,,,AT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[10.70601,47.4861664]}"
Feature,node/959322533,Linz,25,4020,Kaisergasse,,,constantin bike,"Mo-Fr 08:30-12:00,14:00-18:00; Sa 09:00-12:00",,,,,,bicycle,,node/959322533,,,,AT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[14.2952386,48.3082514]}"
Feature,node/1013687216,,,,,,,Der Fahrradprofi,,,,,,,bicycle,,node/1013687216,,,,,,,,,,,,,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[14.2773609,46.592389]}"
Feature,node/1013900007,Linz,5,4020,Dametzstraße,,,Radsport Brückl,Mo-Fr 09:00-18:00; Sa 09:00-12:00,,,,,,bicycle,,node/1013900007,,,,,,,,,,,,,,,,,,,alfred@brueckl.cc,,,,,,,,,,,+43 732 795511,+43 732 777276,,,,,,,,,,,,,http://www.brueckl.cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[14.2906596,48.3049728]}"
Feature,node/1021144280,,,,,,,Radsport Ginner,"Mo-Fr 09:00-12:00, 13:00-18:00; Sa 09:00-12:00",,,,,,bicycle,https://www.ginnersport.com/,node/1021144280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+43 7472 68555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[14.8938038,48.1200647]}"
Feature,node/1035420056,Wien,270,1230,Breitenfurter Straße,,office@2radtreff.at,2radtreff.at,"Mo,Tu 10:00-12:30,14:00-18:00; We 14:00-18:00; Th,Fr 10:00-12:30,14:00-19:00",,,,,,bicycle,https://www.2radtreff.at/,node/1035420056,,,,AT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[16.2932213,48.1444544]}"
Feature,node/1037711885,Rankweil,4,6830,Untere Bahnhofstraße,2026-05-05,,Zweirad Rohrer,"Mo-Fr 08:30-12:00, 14:00-18:00",,,,,,bicycle,,node/1037711885,,,,AT,,,,,,,,,,,,,,,bernd.rohrer@vol.at,,,,,,,,,,,,+43 5522 44267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[9.6384224,47.2699014]}"
Feature,node/1044801646,Schladming,547,8970,Ramsauerstraße,,,Radsport Werner,"Mo-Fr 08:30-12:00,14:00-18:00; Sa 08:30-12:00",,+43 3687 23124,,,,bicycle,http://www.2rad-knauss.at,node/1044801646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[13.6853796,47.3913149]}"
Feature,node/1078628490,Podersdorf am See,42,,Hauptstraße,,info@radsport-waldherr.at,Radsport Waldherr,"Mo-Sa 08:30-12:00, 15:00-18:00; PH off",,+43 2177 2297,,,yes,bicycle,https://radsport-waldherr.at/index.html,node/1078628490,,yes,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[16.8386681,47.852832]}"
Feature,node/1112907280,,,,,,,AMoore Bikestore,,Adam Moore,+43 6272 21155,,,yes,bicycle,https://www.amoore-bikestore.at/,node/1112907280,,yes,no,,,,,,,,,,,,,limited,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[12.9415895,47.9400998]}"
Feature,node/1149088650,Wien,11,1090,Spittelauer Lände,2023-06-05,,Enzovelo,Mo-Fr 10:00-18:00; Sa 10:00-15:00,,,,,yes,bicycle,https://www.enzovelo.at/,node/1149088650,,,,AT,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[16.3632318,48.2279426]}"
Feature,node/1149116885,Wien,26-32/5/R1,1210,Brünner Straße,,rafael@rad21.at,Rad21,"Mo-Fr 10:00-13:00,15:00-18:00; Sa 10:00-13:00; We off; PH off",,+43 699 17054021,,,yes,bicycle,http://www.rad21.at,node/1149116885,,yes,,AT,,,,,,,,,,,no,limited,,2025-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[16.4002981,48.2610478]}"
Feature,node/1184345862,Leoben,13,8700,Donawitzer Straße,,,Otto,"Mo, Th 9:00-12:00, 14:30-18:00",,,,,,bicycle,,node/1184345862,,,,AT,,,,,,,,,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2016-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[15.0900444,47.3759384]}"
Feature,node/1186085549,Wien,128,1060,Linke Wienzeile,,fahrrad-ski@chello.at,Fahrrad + Ski,"Mo-Fr 10:00-13:00,14:00-18:00; Sa 09:00-12:30",Dipl. Sportlehrer Heinz Csarmann,+4315978288,,,yes,bicycle,https://www.fahrrad-ski.at/,node/1186085549,,yes,yes,AT,,,,,,,,,,,yes,,,2026-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+436641004659,1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[16.3526813,48.1910069]}"
Feature,node/1211592356,Wien,31,1150,Neubaugürtel,2024-10-03,,radshop.at,Mo-Fr 10:00-19:00,radshop.at Gabor Magyar e.U.,,,,yes,bicycle,https://www.radshop.at/,node/1211592356,,,,AT,,,,,,,,,,,,,,,info@radshop.at,,,,,,,,,,,,+43 1 98 222 39,,,,,,,,,,,,,https://www.radshop.at/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,https://www.facebook.com/radshop.at/?fref=ts,https://www.instagram.com/radshop.at/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[16.3367905,48.2022385]}"
Feature,node/1223960164,Gratwein,,8112,Kirchengasse,,,Janger,,Zweirad Janger GmbH,,,,,bicycle,,node/1223960164,,,,AT,,,,,,,,,,,,,,,,,,,,,,,,,,,+43 3124 51 238,,,,,,,,,,,,,www.zweiradjanger.at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[15.3181358,47.1297282]}"
Feature,node/1225138472,Innsbruck,19,6020,Defreggerstraße,,,Rad & Tat,"Mo-Fr 09:00-13:00,14:00-18:00; PH off; Sa 09:00-12:00",Rad & Tat / Bikebow,+43 512 360101,,,yes,bicycle,https://www.radundtat.at,node/1225138472,,,,AT,,,,,,,,,,,no,,,,,,,,,,,,website,,,,,,,,,,,,,,,,,,,Pradl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[11.4088941,47.2650738]}"
Feature,node/1239912848,Graz,62,8010,Pestalozzistraße,,,Alles Rund ums Radl,Mo-Fr 09:00-17:00,Robert Ledinek,,,,,bicycle,,node/1239912848,,,,AT,,,,,,,,,,,no,no,,2025-06-24,service@rundumsfahrradl.net,,,,,,,,survey,,,,+43 316 228 438,,,,,Express-Fahrradservice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+43 664 4225532,http://www.rundumsfahrradl.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[15.4381626,47.0598108]}"
Feature,node/1240513789,Villach,80,9580,Egger Seeuferstraße,,,Fahrradcenter Faaker See,,,,,,,bicycle,https://www.fahrradcenterfaakersee.at/,node/1240513789,,,,,,,,,,,,,,,,,,,,,,,Fahrradcenter Faaker See,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[13.9353875,46.5802694]}"
Feature,node/1240514342,,68,9500,Ossiacher Zeile,,,Radsport Käfer,,,,,,,bicycle,,node/1240514342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[13.8602281,46.6168878]}"
Feature,node/1244540869,Innsbruck,30,6020,Ampfererstraße,2026-01-16,,ConRad,"Mo,Tu 09:30-13:00,14:00-18:00; We 09:30-13:00; Th,Fr 09:30-15:00",,,,,yes,bicycle,https://www.fahrrad-innsbruck.at/fahrradgeschafte-fahrrad-shops/conrad-fahrradreperatur-ampfererstrase/,node/1244540869,,yes,yes,AT,,,,,,,,,,,,,,2026-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hötting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[11.378832,47.2628042]}"
Feature,node/1245463335,,,,,2023-08-22,,A Velo,"Mo-Fr 08:30-12:30,14:00-17:30; Sa 09:00-12:30",,,,,,bicycle,,node/1245463335,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[13.0296863,47.803005]}"
Feature,node/1253965641,Wien,64-66,1020,Böcklinstraße,,2rad-pv@gmx.at,2Rad-Vesecky,"Mo-Fr 10:00-13:00,14:00-18:00, Sa 10:00-12:00",Peter Vesecky,+4317289311,yes,,yes,bicycle,https://www.2rad-pv.at/,node/1253965641,,,,AT,,,,,,yes,yes,,yes,yes,,,,,,,,,,,,,,,,,,,yes,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[16.398922,48.2057283]}"
